"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","BENZENE","TOLUENE","XYLENES","Pb","Hg","As","WaterCR","Cd","Air","PCB","HCB","EOx","VyCl","TRICHLORENE","C2CL4","DCM","C3H3N","Benzidine","24D","ATRAZINE","HCCPD","pct_manure_acres","Herbicides","Fungicides","Insecticides","Per_TotPopSS_ave","med_hh_inc","pct_pers_lt_pov","med_hh_value","pct_unemp","pct_hs_more","pct_mt_10units","med_rooms","violent_rate","work_out_co"
"74","Dillingham Census",1.0676341781,1.3709319634,1.0053709709,1.0000000413,1.4862684032,1.2475412185,0.5,0.5,0.5,0.0014614264,0.0005004569,0.005,0.004,0.0000251286,0.0000421585,0,0,0.000324355,0.000000013864167,0.57,0.5,0.5,0.0003681206,0.0000000066,0,0,0,0,NA,NA,NA,46.44,43079,21.4,105300,11.5,76.6,2.7,4.2,643.90002,2.4
"75","Fairbanks N. Star",1.7766864082,3.4433057469,1.0178934037,1.0000023399,1.8156576216,5.5815054701,2.84,0.79,0.5,0.0042120399,0.0005562442,0.007,0.002,0.000063309,0.0001367097,0.1,0.07,0.0007993872,0.0090146398,0.5,0.5,0.85,0.0007259352,0.0000000066,0.1,0.11,0.088,0.0000913065,NA,NA,NA,40.42,49076,7.8,132700,9.1,91.8,11,4.7,915,2.3
"76","Haines Borough",1.6397969596,2.9412558977,1.2113097133,1.0012079996,6.0768708446,1.1036614638,0.5,33.58,0.5,0.0003520171,0.0005000836,0,0.001,0.0000247439,0.0000411944,0,0,0.0003067558,0.0000000026843333,0.5,0.5,0.5,0.0003672773,0.0000000066,0,0,0,0,NA,NA,NA,16.98,40772,10.7,133100,13.7,88.9,3,3.9,6.55,6
"77","Juneau Borough",3.0551861639,2.95212716,1.2872584979,1.0025049718,7.8040950078,1.1120842666,0.5,0.5,0.5,0.0042909859,0.0006114814,0,0,0.0000467106,0.0000621181,0,0,0.000331114,0.0027200701,0.5,0.5,0.5,0.0003829954,0.0000000066,0,0,0,0.00000336,NA,NA,NA,9.43,62034,6,195100,5.4,93.2,10.9,4.9,0,1.3
"78","Kenai Peninsula B",1.8782981776,2.5287282833,1.0122223378,1.0000008506,1.6441331488,4.5194673799,0.5,0.5,0.5,0.0007289136,0.0005015549,0.01,0.004,0.000026206,0.0000453839,0,0,0.0003297118,0.0003692295,0.5,0.46,0.68,0.0006615213,0.0000000066,0,0,0,0.00000606,NA,NA,NA,62.74,46397,10,118000,11.4,88.5,3.7,4.5,773.17656,7.3
"79","Ketchikan Gateway",1.196677797,2.5551207702,1.7350678875,1.0198751896,19.390301533,1.2876173873,0.5,0.32,0.5,0.0004980647,0.0005117344,0.001,0,0.0000360201,0.0000709304,0,0,0.000473477,0.0010662442,0.5,0.5,0.39,0.0006984855,0.0000000066,0,0,0,0,NA,NA,NA,32.14,51344,6.5,165000,7.6,89.6,12.7,4.6,6.55,3.1
"80","Kodiak Island Bor",1.220588367,1.6973226875,1.0123535294,1.0000005181,1.6371579934,1.7487907859,0.5,0.39,0.5,0.0011458743,0.0005097672,0.005,0.001,0.0000339046,0.0000611229,0,0,0.0003449145,0.0044544227,0.5,0.5,0.5,0.0021943188,0.0000000066,0,0,0,0,NA,NA,NA,34.88,54636,6.6,155100,5.2,85.4,7.2,4.9,643.90002,1.8
"81","Lake and Peninsul",1.1213947102,1.5041763062,1.0079656851,1.0000001201,1.4870378339,1.421731177,0.5,0.5,0.5,0.0005923219,0.000500059,0.025,0,0.0000247169,0.0000411059,0,0,0.0003067217,0.0000000016563333,0.5,0.5,0.5,0.0003695099,0.0000000066,0,0,0,0,NA,NA,NA,34.33,36442,18.9,87400,14.3,72.2,0.1,3.2,643.90002,3.2
"82","Matanuska-Susitna",3.5084428716,3.5348556074,1.0146477898,1.000001299,1.7202365389,5.8770518847,0.5,0.5,0.5,0.000997527,0.0005029072,0.007,0.003,0.0000272265,0.0000504629,0,0,0.0003413827,0.0006105016,0.5,0.5,0.5,0.0004048179,0.0000000066,0,0,0,0,NA,NA,NA,88.29,51221,11,125800,10.3,88.1,1.3,4.7,771.36641,35.3
"83","Nome Census Area",1.0080958889,1.1279811397,1.0013716202,1.0000000013,1.2541686526,1.0407572621,0.5,0.53,0.5,0.0012618076,0.0005003367,0.002,0.002,0.0000250493,0.0000420037,0,0,0.0003126255,0.0000000089953333,0.5,0.5,0.5,0.0003672963,0.0000000066,0,0,0,0,NA,NA,NA,2.43,41250,17.4,77100,16.4,74.8,3.7,3.4,0,2
"84","North Slope Borou",1.0899391028,1.5652961975,1.0035774336,1.000000034,1.3261933132,1.4773498454,0.5,0.79,14.25,0.0007913678,0.0005001664,0.003,0.001,0.000024888,0.000041963,0,0,0.0003073324,0.0000072421399,0.5,0.5,0.56,0.0003758574,0.0000000066,0,0,0,0,NA,NA,NA,0.25,63173,9.1,113300,14.9,77.4,10.6,4.1,779.78352,1.1
"85","Northwest Arctic",1.0260771965,1.2524753095,1.0019533944,1.0000000044,1.2412038504,1.1233784712,0.5,0.5,0.51,0.0008504422,0.000500177,0.022,0,0.0000288264,0.0000427546,0,0,0.0003101239,0.0000000043733333,0.5,0.5,0.54,0.0003670115,0.0000000066,0,0,0,0,NA,NA,NA,7.7,45976,17.4,89200,15.6,72,4.6,3.6,0,0.6
"86","Prince of Wales -",1.2060769829,2.6594117518,1.6951806836,1.0177258898,18.260428363,1.2668498567,0,0,0,0.0014242758,0.0005003756,0,0,0.0000249963,0.0000417056,0,0,0.000306975,0.00000048678704,0,0,0,0.0003701512,0.0000000066,0,0,0,0,NA,NA,NA,19.54,40636,12.1,121800,15,84.1,1.8,4.2,6.55,4.3
"87","Sitka Borough",1.5607730926,2.6826368074,1.2803093869,1.0024870626,7.7581407358,1.1197094489,0.5,0.5,0.5,0.0011740278,0.000507847,0,0,0.0000318358,0.0000604422,0,0,0.0006982593,0.0005664942,0.5,0.5,1.03,0.0007958809,0.0000000066,0,0,0,0,NA,NA,NA,5.04,51901,7.8,196500,7.8,90.6,3.6,4.7,6.55,2.8
"88","Skagway-Hoonah-An",2.039708579,2.9352761189,1.2456772192,1.0017458433,6.8582503471,1.109598827,0,0,0,0.0006460137,0.0005003948,0,0,0.0000249667,0.0000422236,0,0,0.0003068346,0.0000000050586667,0,0,0,0.0003679063,0.0000000066,0,0,0,0,NA,NA,NA,15.58,40879,12.8,120900,15.7,84.4,0.9,4.2,6.55,10.6
"89","Southeast Fairban",1.2390607488,2.3094770818,1.0335646143,1.0000122383,2.2227276998,1.9194588757,0.5,0.5,0.5,0.0006510529,0.0005002208,0.003,0.001,0.000024815,0.0000412672,0,0,0.0003067918,0.0000014992563,0.5,0.5,0.5,0.0003864164,0.0000000066,0,0,0,0,NA,NA,NA,79.8,38776,18.9,86000,17.7,86.8,1.6,4.3,783.40153,6.5
"90","Valdez-Cordova Ce",1.3649379039,2.4779933184,1.0373334285,1.0000156513,2.3026699571,2.1423049541,0.49,0.49,0.5,0.0006267543,0.0005001161,0.004,0.001,0.0000250358,0.0000418168,0,0,0.0003071266,0.00000051059795,0.49,0.49,0.52,0.0003725467,0.0000000066,0,0,0,0,NA,NA,NA,27.59,48734,9.8,141300,9.6,88.5,7.3,4.4,780.72599,3.7
"91","Wade Hampton Cens",1.0113905187,1.1476132405,1.0020524177,1.0000000039,1.3310438294,1.0525185169,0.5,0.5,0.5,0.0005636709,0.0005001632,0.005,0.001,0.0000247945,0.0000413094,0,0,0.0003068805,0.0000026328615,0.5,0.5,0.5,0.0003698073,0.0000000066,0,0,0,0,NA,NA,NA,3.23,30184,26.2,38700,23.9,66.3,0,3.1,0,2.3
"92","Wrangell-Petersbu",1.3172875434,2.4962196669,1.4882800009,1.0083436192,12.711734727,1.1705985105,0,0,0,0.0013821685,0.0005003269,0,0,0.0000249456,0.0000415783,0,0,0.0003092499,0.00000061988941,0,0,0,0.000369489,0.0000000066,0,0,0,0,NA,NA,NA,17.66,46434,7.9,156100,11,85.8,2.3,4.7,6.55,3.2
"93","Yakutat Borough",1.1587230096,2.0904312745,1.0957049241,1.000178092,3.6205069136,1.2058917709,0,0,0,0.0004101762,0.0005000272,0,0,0.0000246885,0.0000410407,0,0,0.0003066899,0.0000000006991333,0,0,0,0.0003667904,0.0000000066,0,0,0,0,NA,NA,NA,20.64,46786,13.5,100700,7.8,84.3,0.4,3.2,510.61542,5.7
"94","Yukon-Koyukuk Cen",1.4321313198,2.3761172046,1.0076728014,1.0000002466,1.4959756461,3.3895814708,1.26,1.03,1.06,0.0032880496,0.000500128,0.006,0.001,0.00002473,0.0000411231,0,0,0.0003067274,0.0001143246,0.5,0.59,0.5,0.000466053,0.0000000066,0,0,0,0,NA,NA,NA,19.95,28666,23.8,59900,19.9,74.3,0.9,3,779.48121,7.3
"95","Apache",7.9463898935,5.7091588727,45.64250317,12.515401875,450.24812346,41.105755842,0.5,0.5,0.5,0.0003587993,0.000501557,0.004,0.01,0.0000290586,0.0000425115,0,0.1,0.0003598954,0.0000791419,0.5,0.5,0.5,0.0006565484,0.0000000066,0.1,0.1,0.1,0.000171314,375.72051,NA,88.9944,36.61,23344,37.8,41700,21.8,63.6,0.6,3.4,0,22
"96","Cochise",13.41925011,6.3848105234,13.467852308,7.0829390862,90.623553369,25.577006045,0.5,0.5,0.65,0.0003911042,0.0005019029,0.004,0.011,0.0000261272,0.0000458122,0,0.08,0.0008035964,0.0084513303,0.5,0.5,0.5,0.0012243381,0.0000000066,0.1,0.31,0.077,0.000347989,8321.818965,1268.592941,1727.6984,18.14,32105,17.7,88200,6.7,79.5,6.7,5.1,306.20001,6.6
"97","Coconino",6.0050841801,5.855470484,26.88404802,5.8609865309,125.62611912,16.143454195,0.5,0.5,0.5,0.0008376865,0.0005082158,0.003,0.003,0.0000342407,0.000061898,0.29,0.1,0.0010931934,0.0104721534,0.5,0.5,0.5,0.00139658,0.0000000066,0.1,0.28,0.097,0.00000678,100.11336,NA,25.2084,11.87,38256,18.2,142500,6.9,83.8,7.7,4.7,951.09998,8.1
"98","Gila",12.171723282,6.8476404184,15.550049251,5.1188112302,100.09522207,12.885702875,0.5,0.5,2.18,0.0043133125,0.0005088318,0.003,0.01,0.000189521,0.0001417166,0,0.08,0.0003969207,0.0005108394,0.5,0.5,0.5,0.0012921463,0.0000000066,0.1,0.1,0.09,0.0000676237,NA,NA,NA,17.47,30917,17.4,100100,9.7,78.2,1.2,4.9,234.7,12.3
"99","Graham",17.089018676,6.4538502702,13.558836214,8.0104005323,95.900965319,12.456179789,0.5,0.5,0.5,0.0003624515,0.0005016455,0.003,0.01,0.0000263115,0.0000455422,0,0.1,0.0006083687,0.0044592313,0.5,0.5,0.5,0.0009248957,0.0000000066,0.1,0.1,0.1,0.000418472,2721.1699,NA,666.2822,17.85,29668,23,80900,11.6,75.6,2,5.1,548.54245,21.9
"100","Greenlee",9.425247883,6.2487711512,21.231348078,15.13299936,126.24077286,34.098700437,0.5,0.5,0.5,0.0007221249,0.0005022429,0.009,0.014,0.0000247116,0.0000412046,0,0.1,0.0006657317,0.0002166782,0.5,0.5,0.5,0.000851602,0.0000000066,0.1,0.1,0.1,0.000614076,497.1470112,317.1482353,51.1818,20.5,39384,9.9,62700,6.3,82.5,1.1,5.1,583.89157,6.3
"101","La Paz",10.72023575,7.1540933389,25.624363165,5.717024881,248.64608099,61.746172356,0.5,0.5,0.6,0.0004308472,0.0005020546,0.006,0.041,0.00002779,0.0000687802,0,0.1,0.0006231726,0.0012937523,0.5,0.8,0.5,0.0028289044,0.0000000066,0.1,0.1,0.1,0.000035658,1245.11258,NA,48.7054,35.13,25839,19.6,86500,8,69.3,1.2,3.9,402.12202,13.8
"102","Maricopa",29.900100248,7.6977647774,6.1038530216,4.7341938261,183.0776842,26.124983994,0.5,0.5,1.06,0.0038090091,0.0006768595,0.133,0.016,0.0002046987,0.0009203046,0.1,0.09,0.0024479161,0.0309203733,0.96,0.63,0.53,0.0045380669,0.0000000066,0.15,0.49,0.088,0.007441646,5968.260112,3171.482353,113.7716,1.28,45358,11.7,129200,4.7,82.5,16.9,5.1,489.96924,1.8
"103","Mohave",9.5083392344,5.5606938058,78.445528301,8.7074463067,515.08671403,85.723226125,0.5,0.5,0.5,0.0005076152,0.0005295226,0.006,0.013,0.0000301973,0.0000656671,0.08,0.1,0.0005433965,0.0106561415,1.46,0.5,0.5,0.0017171289,0.0000000066,0.1,0.1,0.096,0.000122381,271.5965412,317.1482353,NA,6.21,31521,13.9,95300,7,77.5,4.8,4.9,288.75,25.3
"104","Navajo",6.4229936364,5.7972777643,35.534884575,7.6919872208,214.22198829,14.6574355,0.5,0.6,2.52,0.0006597464,0.0005022543,0.007,0.009,0.0000295192,0.0000444261,0.39,0.1,0.0003534777,0.0004300905,0.5,0.5,0.5,0.0009459443,0.0000000066,0.1,0.62,0.097,0.0000428298,401.04426,NA,89.7594,15.07,28569,29.5,77000,12.3,71.2,1.2,4.6,753.94995,9.9
"105","Pima",13.734949888,7.0493430546,10.761373261,3.4362618928,91.174294664,17.534979594,0.5,2.47,0.73,0.001304971,0.0005172155,0.007,0.018,0.0000354732,0.0001836048,0.5,0.1,0.0010913333,0.0266666129,1.21,2.34,0.5,0.0054202548,0.0000000066,0.1,0.19,0.098,0.000214255,1455.0464,NA,43.9552,2.67,36758,14.7,114600,5.3,83.4,16.3,4.9,394.79999,2.7
"106","Pinal",25.657933849,7.1916289195,13.795558697,4.2685460723,156.92258883,21.936207438,0.5,0.61,1.9,0.0023340176,0.0005092953,0.006,0.012,0.0000740372,0.0001347101,0.24,0.09,0.0004147489,0.0082572904,0.78,0.65,0.5,0.0014790838,0.0000000066,0.17,0.16,0.295,0.005700093,9986.5287,4130.44,251.8394,8.14,35856,16.9,93900,8.1,72.7,4.2,4.7,640.5,40.1
"107","Santa Cruz",25.541040637,6.8937623154,9.1442510475,3.7438140356,89.426321112,16.357313245,0.5,0.5,0.5,0.0003820527,0.0005048201,0.007,0.016,0.0000279554,0.0000599028,0,0.1,0.0010951243,0.0059230251,0.5,0.56,0.5,0.0012632645,0.0000000066,0.1,0.68,0.1,0.00000631,NA,NA,NA,14.15,29710,24.5,94700,7.7,60.7,2.8,4.9,337.79999,13.7
"108","Yavapai",11.527543441,6.4636564156,14.134917229,5.0078077023,110.85803039,29.3463975,0.5,0.5,0.5,0.0006040134,0.0005038935,0.014,0.011,0.0000267272,0.000248376,0.5,0.09,0.0005274706,0.0075402346,0.5,0.6,0.5,0.001322061,0.0000000066,0.1,0.1,0.094,0.00010458,250.87422,NA,51.9468,16.64,34901,11.9,138000,5,84.7,3.5,5,416.52002,11.9
"109","Yuma",11.072132395,7.5574930738,17.174049889,4.4647963894,161.80013555,36.055148921,0.5,3.07,0.5,0.0013900889,0.0005100482,0.006,0.008,0.0000367843,0.000324213,0.33,0.08,0.0009484818,0.0152934793,0.5,0.5,0.5,0.0029646536,0.0000000066,0.1,0.08,0.075,0.00575516,10695.90134,317.1482353,444.1774,7.64,32182,19.2,85100,12.1,65.8,5.5,4.2,457.10001,4.5
"110","Arkansas",7.9139024488,11.306585366,173.51490849,24.82052308,1644.6054183,99.335353504,0.5,0.5,0.5,0.0007559284,0.0005060269,0.002,0.01,0.000029964,0.0000558657,0,0,0.00146862,0.000009018344,0.5,0.5,0.5,0.0010468979,0.0000015741666,0,0,0,0.010699405,276171.5693,1518.4653,36055.5225,9.58,30316,17.8,56800,6.2,72.4,1.6,5.3,559.43693,7.8
"111","Ashley",6.9948724969,11.195236237,168.76117733,36.247320539,2029.6337186,115.74708931,0.5,0.5,0.5,0.0026949354,0.0005061724,0.002,0.01,0.0000449185,0.0003641864,0.1,0.1,0.0026004226,0.0000689314,0.5,0.5,0.5,0.0007347335,0.0000031198836,0.1,0.1,0.1,0.001790316,73392.44144,304.4312,7678.047,17.76,31758,17.5,55700,6.9,72.5,1.1,5.2,631.32202,12.8
"112","Baxter",6.2637111033,10.729924617,217.67569009,46.777103119,1609.1256001,168.33377721,0.5,0.5,0.5,0.0005400674,0.0005023831,0.002,0.001,0.0000270879,0.0000592178,0.1,0.1,0.0298645612,0.0012644632,0.5,0.5,0.5,0.0007440656,0.00000011221073,0.1,0.1,0.1,0.007049012,NA,NA,NA,22.81,29106,11.1,84500,4,77.5,2.8,5.1,35.799999,10.6
"113","Benton",12.043927295,10.859364277,551.21473569,566.39140746,2648.5215148,682.24845757,0.5,0.5,0.5,0.0019920002,0.0005092892,0.002,0.01,0.0000359052,0.0007549051,0.1,0.1,0.0020015544,0.0094417229,0.5,0.5,0.5,0.000698342,0.000000025229765,0.1,0.1,0.1,0.111526757,848.2349,5.0939,156.3387,3,40281,10.1,94800,3.4,80.4,4.2,5.3,209.64999,17.6
"114","Boone",7.5710566354,10.473317622,288.86149933,66.021219283,1040.9967197,212.29199816,0.5,0.5,0.5,0.0033674149,0.0005059508,0.002,0.01,0.0000288964,0.0000539799,0.1,0.1,0.0024455413,0.0000013041273,0.5,0.5,0.5,0.0006507156,0.000000097616506,0.1,0.1,0.1,0.052774812,NA,NA,NA,17.15,29988,14.8,75300,5,76.8,2.8,5.2,170.5,12.1
"115","Bradley",6.9950444636,11.377261112,175.88841756,14.897912139,1422.1736789,86.465457904,0.5,0.5,0.46,0.0005642761,0.0005121543,0.002,0.01,0.0000458459,0.000048319,0.1,0.1,0.0023609621,0.0000057783661,0.5,0.5,0.5,0.0006336686,0.0000037487278,0.1,0.1,0.1,0.005109799,NA,NA,NA,12.36,24821,26.3,45000,10.8,66.6,1.2,5.1,633.20065,26.8
"116","Calhoun",7.1871322428,11.270772717,187.38429399,9.1527468914,1227.4152514,77.106268666,0.5,0.5,0.5,0.0007650666,0.000509384,0,0,0.0000819431,0.0000506538,0.1,0.1,0.0024373309,0.0001356706,0.5,0.5,0.5,0.0006600804,0.0000053063508,0.1,0.1,0.1,0.002129312,464.1482941,NA,13.77170588,28.38,28438,16.5,41700,5.3,68.7,0.1,5,728.79999,52.3
"117","Carroll",8.8642357171,10.661730235,444.59146065,142.73961307,1360.28268,305.71382965,1.01,2.78,3.41,0.0005593994,0.000501034,0.002,0.01,0.0000267945,0.0000753579,0.1,0.1,0.0018219484,0.0000027630868,0.5,0.5,0.5,0.0006218727,0.000000066315653,0.1,0.1,0.1,0.076022702,28.22566667,0.22,13.76286,28.33,27924,15.5,83900,5.5,71.8,0.9,5.1,379.1103,12.5
"118","Chicot",6.4740202545,11.061065783,172.40128735,45.425435978,3033.7529257,143.94224238,0.5,0.5,0.5,0.0008486202,0.0005044191,0.002,0.001,0.0000330978,0.0000600982,0.1,0.1,0.0022683441,0.000054935,0.5,0.5,0.5,0.0009563209,0.0000022312384,0.1,0.1,0.1,0.001331059,205417.0279,879.8464,21607.74202,7.68,22024,28.6,47300,10.2,64.2,4.6,5.2,563.64899,24.1
"119","Clark",7.0068840923,11.179968798,282.97110302,17.672686577,757.1264606,80.358527991,0.5,0.5,0.5,0.0049385056,0.0005041286,0.002,0.01,0.0013689462,0.0022861645,0,0,0.0023955625,0.00000099780949,0.5,0.5,0.5,0.0005512607,0.0000023975534,0,0,0,0.003517661,11621.28892,56.4965,1302.7608,4.6,28845,19.1,67900,4.7,75.3,7,5.1,0,17
"120","Clay",5.9822686698,11.263067818,332.44210166,61.702378882,1878.1077642,490.26606816,0.5,0.5,0.5,0.0006660973,0.0005012195,0.002,0.01,0.0000297803,0.0000659289,0.1,0.1,0.0023367205,0.0001702593,0.5,0.5,0.5,0.0017054423,0.0000000067469307,0.1,0.1,0.1,0.006004743,257743.7527,1049.8469,25974.41625,0,25345,17.5,39600,5.6,60.6,1.6,5.1,558.82096,29.7
"121","Cleburne",8.2439361603,10.917923434,143.66126348,21.608900862,1109.8714704,87.14077115,0.5,0.5,0.5,0.0008148201,0.0005205877,0.002,0.01,0.0000292907,0.0000502161,0,0,0.0016625114,0.0000023427904,0.5,0.5,0.5,0.0006724482,0.00000054537008,0,0,0,0.017134678,232.0741471,NA,6.885852941,2.22,31531,13.1,87400,4.9,74.8,1.7,5.1,416.13674,32
"122","Cleveland",7.7931995857,11.501886169,163.59566402,11.501227158,1215.7449536,52.970534256,0.5,0.5,0.5,0.0010105533,0.0005049328,0.002,0.01,0.0000466691,0.0000574074,0.1,0.1,0.0018355268,0.0000352014,0.5,0.5,0.5,0.000634065,0.0000027656332,0.1,0.1,0.1,0.013435726,NA,NA,NA,4.51,32405,15.2,48900,5.5,73.1,0.6,5.2,618.45153,70.4
"123","Columbia",7.3935474716,11.053608059,257.79050971,23.062937514,1599.2692063,135.69073501,0.5,0.41,2.39,0.000705128,0.0005060592,0.002,0.01,0.0000510094,0.0001378098,0.1,0.1,0.0041606088,0.0005675865,0.5,0.5,0.5,0.0006926833,0.00000361236,0.1,0.1,0.1,0.008054355,501.4356357,0.296830769,30.09739819,4.89,27640,21.1,55700,7.6,74.1,3.1,5.2,1708,15.3
"124","Conway",9.100133298,11.285522156,146.74337012,16.663092399,878.15118181,54.964383371,0.5,0.5,0.5,0.0005016962,0.0005494852,0.002,0.01,0.0000604189,0.0001142709,0,0,0.0017026393,0.0000480266,0.5,0.5,0.5,0.0006317649,0.00000085089825,0,0,0,0.03885156,39506.34129,172.8851,4435.66846,12.96,31209,16.1,59400,6.6,73.2,2.3,5.1,205.7,41
"125","Craighead",6.8075644381,11.299400865,287.54788587,88.696784888,1377.8935688,472.37420029,0.5,0.5,0.5,0.0008073865,0.0005043146,0.002,0.006,0.0000297837,0.0000810295,0,0,0.0022976336,0.0076232468,0.5,0.5,0.5,0.0018942693,0.00000011519532,0,0,0,0.009116665,139753.328,691.8677,16197.916,6.14,32425,15.4,79200,5.7,77.3,6.7,5.2,463.79999,11.5
"126","Crawford",9.5934453129,11.009823869,477.53824026,476.5536075,1693.9921458,418.13882509,0.5,0.4,0.5,0.0038718896,0.0005075024,0.002,0.01,0.0000311428,0.0000748709,0.1,0.1,0.0017032803,0.001345991,0.5,0.5,0.5,0.0006508757,0.00000028314475,0.1,0.1,0.068,0.036843657,24185.37593,75.2898,2135.28655,6.67,32871,14.2,71600,6.1,71.5,2.2,5.2,197.39999,53.2
"127","Crittenden",11.226998203,11.813146366,707.36863199,345.75854975,854.6516844,844.15003721,0.5,0.5,0.5,0.0016257313,0.0005153937,0.002,0.01,0.0000377912,0.0001264289,0.1,0.1,0.002703773,0.0114049008,0.5,0.5,0.33,0.0037078211,0.00000027746891,0.1,0.1,0.1,0.000962899,262201.1329,1250.3201,31154.88007,2.71,30109,25.3,70500,6.9,69.2,6.6,5,0,40.6
"128","Cross",7.3913872503,11.118247731,250.0790725,96.553030946,1289.8690508,398.81661795,0.5,0.5,0.5,0.0009246902,0.0005019553,0.002,0.01,0.0000290749,0.0003817723,0.1,0.1,0.0014937821,0.0000176956,0.5,0.5,0.5,0.0018727634,0.00000039303244,0.1,0.1,0.1,0.010095629,216980.1551,1181.2184,27392.44978,0.33,29362,19.9,61500,7.6,68.3,1.2,5.2,520.17808,32.3
"129","Dallas",7.9478179523,11.402554168,194.62806193,10.044433696,853.7855681,54.458695433,0,0,0,0.000739678,0.0005027916,0,0,0.000103114,0.0001061781,0,0,0.0020738276,0.0000162616,0,0,0,0.0005896013,0.0000027745926,0,0,0,0.000264252,482.7919649,0.148415385,21.93455204,23.88,26608,18.9,38700,7.4,66.8,2.7,5.1,624.64898,38.2
"130","Desha",7.2822559729,11.32049549,164.80818496,32.528064729,2356.2454154,119.67731335,0.5,0.5,0.37,0.0007666025,0.0005017817,0.002,0.01,0.0000318312,0.0000565092,0.1,0.1,0.0015214766,0.0000134857,0.5,0.5,0.5,0.0010959392,0.0000018916841,0.1,0.1,0.1,0.000748082,129091.2831,690.5092,16087.2896,11.18,24121,28.9,46700,8.8,65,2.4,5.2,513.71924,19.6
"131","Drew",7.3921430137,11.218526719,168.37168841,23.685000524,1765.9084938,90.722365272,0.5,0.5,0.5,0.0005757527,0.0005036682,0.002,0.01,0.0000351646,0.0000485011,0.1,0.1,0.0019290722,0.0000040448467,0.5,0.5,0.5,0.0006953191,0.0000026869955,0.1,0.1,0.1,0.004079908,34246.14447,160.5084,3849.85865,4.17,28627,18.2,60100,8.9,73.1,1.7,5.1,587.39774,24.5
"132","Faulkner",11.350399885,11.819423149,70.919182705,10.526727067,1000.5437294,42.626002265,0.5,0.5,0.5,0.0008253439,0.0005103746,0.002,0.01,0.0000364277,0.0005295471,0,0,0.0018641861,0.0081718121,0.5,0.5,0.5,0.0007625369,0.00000096562628,0,0,0,0.005976943,13826.72053,62.6084,1577.24242,6.26,38204,12.5,92900,6.8,83.3,6.1,5.2,0,32.9
"133","Franklin",8.3328877168,10.997354737,341.27791285,168.94398407,1013.0859171,241.01185488,0.5,0.5,0.5,0.0006604533,0.0005023349,0.002,0.01,0.0000316864,0.0000505335,0,0,0.001641278,0.0000054365732,0.5,0.5,0.5,0.0005501681,0.00000041800377,0,0,0,0.052773363,2418.681312,7.699246154,215.6816385,0.2,30848,15.2,58500,5.9,71.1,1.9,5.1,406.0224,45.4
"134","Fulton",5.5359978577,10.416922275,223.46507371,35.062514861,1674.6398035,201.89084297,0.5,0.5,0.5,0.0003696278,0.0005003454,0.002,0.01,0.0000269751,0.0000456998,0.1,0.1,0.0023238048,0.000028523,0.5,0.5,0.5,0.0007742866,0.000000063289416,0.1,0.1,0.1,0.002896737,11.0544,0.088,4.84,37.28,25529,16.3,54500,5.9,72.2,1.4,5.1,410.72616,50.1
"135","Garland",7.9052621578,11.283318645,204.01085965,18.85660627,819.02723577,60.829301592,0.62,0.5,0.5,0.0012599587,0.0005053411,0.002,0.007,0.0000884606,0.0003545768,0,0,0.0027284814,0.0080030746,0.5,0.5,0.5,0.0005856892,0.0000016257601,0,0,0,0.004981656,NA,NA,NA,6.05,31724,14.6,85900,5.1,78.3,5.7,5.1,0,11.5
"136","Grant",10.364119058,11.550062257,133.3243138,8.5906745556,899.04624904,32.832252996,0,0,0,0.0020670866,0.0005135274,0,0,0.000060441,0.0008679684,0,0,0.0017520176,0.0000657663,0,0,0,0.0006497452,0.0000021813728,0,0,0,0.00190311,NA,NA,NA,18.06,37182,10.2,70700,4.2,77.2,0.4,5.2,558.22005,59
"137","Greene",6.3031362592,11.251004458,294.9553715,61.716369912,1629.7872651,476.50364837,0.5,0.5,0.5,0.0130357475,0.0005025334,0.002,0.01,0.0000300701,0.0006940811,0,0,0.0023696443,0.002663733,0.38,0.44,0.5,0.0017834857,0.000000035583705,0,0,0,0.007194536,145698.5481,666.7758,15928.1281,1.37,30828,13.3,66800,5.6,72.1,3,5.2,0,18.3
