"","County","PCT_HARVEST_ACRES","pct_irrigated_acres","farms_per_acres","pct_manure_acres","PCT_NEMATODE_ACRES","PCT_DISEASE_ACRES","PCT_DEFOLIATE_ACRES","PCT_AU","Herbicides","Fungicides","Insecticides","MEAN_AS","MEAN_SE","MEAN_HG","MEAN_PB","MEAN_ZN","MEAN_CU","MEAN_NA__PCT","MEAN_MG_PCT","MEAN_TI_PCT","MEAN_CA_PCT","MEAN_FE_PCT","MEAN_AL_PCT","MEAN_P_PCT","Facilities_per_pop","RADON_ZONE"
"2854","Goochland",0.083688231,0.003372961,0.0000377168,0.013443352,0.000839975,0.001298536,0.000215525,0.002818182,9666.97149,75.1817,659.92185,1.175,0.122,0.131,24.697,38.195,9.489,0.728,0.558,0.568,1.077,2.338,4.311,0.023,0,1
"2855","Grayson",0.090284397,0.025787032,0.000119141,0.011798469,0,0.003339454,0.0000350415,0.003281272,440.4318486,14.83642857,40.40035,2.115,0.12,0.054,35.798,80.877,11.368,1.005,0.57,0.816,0.898,3.825,5.705,0.035,0.000167439,2
"2856","Greene",0.080792877,0.011179202,0.000139367,0.041461599,0.000119457,0.000378281,0,0.201634857,1318.620742,301.8070857,196.7018772,2.358,0.201,0.052,39.096,157.327,14.377,0.474,0.392,1.512,0.974,6.457,4.83,0.041,0.0000655996,2
"2857","Greensville",0.109581887,0.058565454,0.0000421145,0.012808068,0.027327036,0.026900627,0.033075663,0.133443121,12331.92063,626.3188,442.8156,2.161,0.217,0.043,26.789,19.474,4.093,0.135,0.061,0.581,0.166,1.032,2.029,0.013,0.000778547,3
"2858","Halifax",0.064569245,0.124107584,0.000237325,0.009950682,0.004042052,0.003544801,0.001233711,0.07985424,5296.49771,166.5578,289.41395,1.761,0.187,0.038,19.134,33.603,10.786,0.759,0.504,0.523,1.663,2.621,4.512,0.022,0.000401553,2
"2859","Hanover",0.158840544,0.050548563,0.000217527,0.007415679,0.00415278,0.014966488,0.000493704,0.061732406,68286.35208,336.6264,3617.3892,1.966,0.134,0.032,21.686,28.635,5.698,0.303,0.083,0.571,0.231,1.165,2.28,0.025,0.000278035,3
"2860","Henrico",0.073327627,0.028573436,0.000121372,0.002076094,0,0.008694041,0.001913781,0.302740668,18339.27075,79.1956,842.81595,1.765,0.104,0.03,29.292,44.568,11.235,0.253,0.052,0.684,0.126,1.6,1.966,0.01,0.000202059,3
"2861","Henry",0.039311474,0.021328436,0.0000650381,0.002402345,0,0.001388478,0,0.03283327,276.560833,303.2631714,116.328975,1.25,0.122,0.037,20.854,59.871,14.741,0.612,0.871,0.885,1.799,6.052,4.436,0.011,0.000604177,1
"2862","Highland",0.035769249,0,0.0000112718,0.00894607,0.000585737,0,0,0.064724914,77.29023157,300.351,98.909925,8.699,0.292,0.048,20.001,84.243,14.609,0.189,0.354,0.279,0.284,2.659,4.179,0.037,0,1
"2863","Isle of Wight Cou",0.212662125,0.015639645,0.000034458,0.007257726,0.063333885,0.040897391,0.04742719,0.010735419,54428.11254,1113.925,3512.178375,2.289,0.137,0.063,27.143,29.907,3.133,0.093,0.039,0.655,0.089,1.364,1.171,0.01,0.000100915,3
"2864","James City",0.045716015,0.016928315,0.0000521674,0.005987076,0.002710869,0.001060737,0,0.059702439,8122.91133,338.5507,745.6657859,2.005,0.246,0.076,24.703,43.402,6.146,0.115,0.076,0.662,0.12,1.498,1.905,0.022,0.000187102,3
"2865","King and Queen Co",0.145816735,0.03332995,0.000047881,0.005496736,0.008139767,0.007297061,0,0.123712511,68645.13314,455.8107,4417.914375,4.095,0.139,0.037,23.193,53.26,4.86,0.107,0.057,0.915,0.119,2.791,1.146,0.012,0.000904977,3
"2866","King George",0.097732174,0.022997764,0.0000582433,0.008620001,0.001872105,0.002096757,0.003739103,0.16801163,17184.80693,353.7945,1113.731175,2.436,0.186,0.134,16.273,32.5,5.425,0.08,0.097,0.691,0.063,1.468,1.6,0.016,0.000416592,3
"2867","King William",0.183588964,0.065869508,0.00010393,0.006443637,0.016043454,0.009616226,0.001638757,0.012419222,69109.84933,269.7882,4433.6631,4.219,0.205,0.051,20.583,45.728,4.227,0.13,0.066,0.642,0.232,2.438,1.359,0.033,0.000304275,3
"2868","Lancaster",0.061473417,0.00649719,0.0000202615,0.000303923,0,0.002306968,0.001011694,0.031332792,20014.16193,83.2095,1077.94515,3.676,0.275,0.072,20.272,42.681,7.647,0.154,0.095,1.21,0.1,2.057,1.943,0.02,0.000259359,3
"2869","Lee",0.088986612,0.049005877,0.00022152,0.005505837,0,0.001582794,0.000182218,0.142284121,1652.934811,123.8081714,188.60905,7.572,0.894,0.046,42.158,83.633,21.511,0.279,0.394,0.27,2.739,1.937,3.962,0.095,0.0000847853,1
"2870","Loudoun",0.193373993,0.043585684,0.000278857,0.023966729,0.000146925,0.004350772,0.00029385,0.504076285,30713.62159,715.0756,2313.0303,3.486,0.245,1.078,24.942,73.577,19.526,1.018,0.64,0.715,1.695,4.137,5.991,0.042,0.000129718,2
"2871","Louisa",0.074189613,0.005668303,0.0000642387,0.00407763,0.0000183539,0.00108594,0,0.14564331,7624.2686,34.1858,492.75705,1.783,0.171,0.064,22.119,43.563,9.824,0.707,0.481,0.596,1.299,3.027,4.107,0.025,0.0000390213,1
"2872","Lunenburg",0.072639374,0.078854971,0.0001843,0.008271804,0.005738586,0.004004001,0.001131094,0.104442957,5262.97192,27.1502,165.8883,1.24,0.102,0.061,20.573,23.442,7.985,0.711,0.179,0.381,1.761,2.191,4.112,0.015,0.000456413,2
"2873","Madison",0.141279562,0.029105678,0.000140818,0.027352733,0.001218806,0.002277371,0.001510155,0.240288229,20801.19212,332.1916,1629.202275,2.414,0.173,0.187,29.92,78.748,15.571,0.567,0.36,0.922,0.917,4.479,4.502,0.034,0.000159744,2
"2874","Mathews",0.026498502,0.002356525,0.0000372083,0.000390687,0.00013643,0.001556547,0,0.231977944,7583.485149,16.236,424.64325,5.132,0.26,0.199,49.441,73.4,5.204,0.137,0.116,0.777,0.129,3.772,1.865,0.018,0,3
"2875","Mecklenburg",0.084286074,0.155799162,0.000282924,0.004207058,0.005384758,0.0035285,0.001099494,0.031264221,11497.32994,382.2977,341.861775,1.471,0.131,0.043,20.29,31.46,9.612,0.725,0.193,0.442,0.943,2.006,3.975,0.017,0.000216183,2
"2876","Middlesex",0.104203737,0.045633155,0.00007414,0.001401246,0,0.003039739,0,0.07342699,31378.18702,108.4204,2026.9569,4.756,0.204,0.077,29.744,58.86,6.855,0.128,0.09,1.123,0.125,3.035,1.631,0.016,0.000201369,3
"2877","Montgomery",0.09281193,0.012730947,0.000108331,0.01596484,0.001250983,0.000649988,0,0.016581364,2704.213935,618.4263,420.9237,6.809,0.29,0.127,20.171,90.389,16.722,0.23,1.112,0.471,3.528,2.444,4.061,0.028,0.000263067,1
"2878","Nelson",0.056829263,0.034293237,0.000161419,0.008084112,0,0.003732396,0.001983144,0.014728694,1040.185639,610.0828,258.3828522,2.459,0.231,0.186,38.561,106.105,18.821,0.845,0.492,1.34,1.537,5.38,5.741,0.095,0.000138456,2
"2879","New Kent",0.084997819,0.038335366,0.0000978835,0.001971653,0.002179928,0.005970524,0,0.02119726,25839.99389,120.868,1530.2118,2.486,0.205,0.072,22.333,62.09,7.997,0.08,0.053,0.718,0.116,2.414,1.25,0.021,0.0000742832,3
"2880","Northampton",0.076686936,0.060618729,0.000129662,0.003766078,0.009545839,0.015968014,0.003434066,0.078506602,59324.37856,19257.0135,8454.2021,8.227,0.141,0.041,39.029,47.659,2.58,0.762,0.224,1.941,0.59,4.913,3.072,0.014,0.001069274,3
"2881","Northumberland Co",0.168955876,0.010796986,0.0000437568,0.002165961,0,0.016031391,0,0.051382448,74093.66974,441.4007,4522.5895,4.007,0.267,0.074,19.021,37.472,5.327,0.161,0.091,0.935,0.078,2.146,1.943,0.013,0.000326291,3
"2882","Nottoway",0.093552278,0.030646947,0.0000939181,0.016188508,0.001151732,0.000182893,0,0.342700024,3221.560455,603.6141714,381.47955,1.157,0.101,0.073,28.167,24.335,5.67,0.741,0.217,0.458,1.315,2.148,4.708,0.023,0.000381558,1
"2883","Orange",0.154416368,0.039065913,0.000159248,0.025288649,0.001418626,0.001756283,0.001824532,0.017172381,25211.18761,33.3289,1829.95605,3.672,0.222,0.076,23.661,68.881,18.373,0.476,0.288,0.847,0.997,5.027,3.862,0.03,0.000618214,1
"2884","Page",0.100757347,0.010292631,0.0000547216,0.050736851,0.000437773,0.000849625,0,0.019188212,10187.14584,32.2084,907.6378,6.122,0.24,0.2,30.021,80.221,16.336,0.287,0.514,0.622,1.617,3.653,4.123,0.042,0.000258877,1
"2885","Patrick",0.064590966,0.019427136,0.000125419,0.008599265,0.001797677,0.005061796,0.002675613,0.178258965,2424.963397,215.9362571,286.6147,1.252,0.165,0.041,21.263,69.584,21.076,0.722,0.933,0.803,1.605,4.988,4.897,0.013,0.000309167,1
"2886","Pittsylvania",0.102684322,0.168012917,0.000375378,0.008632103,0.003330484,0.002068574,0.001795426,0.000124768,13798.21615,331.5198,737.64685,1.212,0.147,0.036,20.657,42.947,11.248,0.475,0.337,0.564,0.948,3.669,4.001,0.008,0.000275326,1
"2887","Powhatan",0.078387005,0.015118855,0.000101229,0.013386052,0.0000655011,0.0000833651,0.000619284,0.026061525,5579.986733,332.4171,412.859625,1.249,0.104,0.045,26.74,46.777,7.368,0.563,0.275,0.517,0.878,1.885,3.934,0.031,0,1
"2888","Prince Edward Cou",0.0712961,0.026904939,0.000145719,0.012598029,0.000300269,0.000362089,0.000661454,0.012819472,2284.72667,87.6468,232.88695,0.928,0.107,0.245,24.706,39.921,8.736,0.909,0.463,0.534,2.068,3.984,5.034,0.009,0.00030426,2
"2889","Prince George Cou",0.113979067,0.011874667,0.0000388061,0.000615354,0.002971439,0.014519026,0.001660851,0.018688078,36910.56183,1112.7524,2202.323925,1.939,0.204,0.036,22.645,25.658,5.22,0.092,0.058,0.599,0.116,1.266,1.977,0.02,0.000363119,3
"2890","Prince William Co",0.073572418,0.020336362,0.0000852207,0.0062256,0.000699232,0.0000224265,0,0.177152362,7701.09128,37.8181,512.6704,2.492,0.166,0.586,26.77,62.05,19.447,0.672,0.499,0.722,0.918,4.54,4.688,0.02,0.000103272,2
"2891","Pulaski",0.093008549,0.006068145,0.0000521481,0.008490663,0.001279999,0.001279999,0,0.050167906,3165.764503,34.3489,281.1551022,3.961,0.131,0.064,17.456,68.507,12.665,0.289,0.464,0.53,0.844,2.022,3.067,0.024,0.000654767,1
"2892","Rappahannock",0.117853596,0.020220037,0.000175674,0.007296312,0.000491886,0.001206292,0.000404049,0.179744089,1662.85104,2.8413,111.9984,2.205,0.173,0.547,34.424,90.157,12.547,0.997,0.384,0.82,0.807,3.871,5.953,0.034,0,2
"2893","Richmond",0.198182884,0,0.0000144422,0.001808162,0.001125725,0.015171515,0.000433266,0.011550748,63531.08325,253.7326,4027.72695,5.857,0.192,0.048,20.529,45.284,6.564,0.12,0.096,0.974,0.076,2.739,2.039,0.025,0.010216824,3
"2894","Roanoke",0.035813516,0.011390117,0.000112034,0.000858927,0,0.003037365,0,0.03814455,216.3996367,424.5920857,149.147285,7.524,0.248,0.054,26.688,78.496,13.592,0.221,0.609,0.616,0.92,3.089,4.897,0.04,0.000851034,1
"2895","Rockbridge",0.088012496,0.02182113,0.0000935971,0.026818176,0.00164055,0.001227162,0.000389456,0.04856248,5785.084937,7.9376,520.8099,5.178,0.338,0.359,30.012,78.978,18.426,0.344,0.832,0.497,3.241,3.104,4.592,0.075,0.000288351,1
"2896","Rockingham",0.182014248,0.046415931,0.000258192,0.119502528,0.004810425,0.005407379,0.001741421,0.011200375,53592.95019,339.7354,4173.99955,7.73,0.209,0.038,22.06,66.137,14.752,0.115,0.533,0.335,3.245,2.676,3.447,0.041,0.000442968,1
"2897","Russell",0.087273476,0.015960264,0.0000884861,0.003057685,0.000337558,0.001153596,0.00051453,0.019188887,958.8363935,280.2034,156.3871522,5.029,0.316,0.315,21.7,51.91,12.197,0.404,0.721,0.247,2.09,1.846,3.744,0.032,0.0000659892,1
"2898","Scott",0.076815254,0.021921936,0.00019726,0.004087337,0.00013344,0.001662203,0.000353907,0.035367049,763.2405881,751.0657,298.9404,7.254,0.24,0.046,24.265,58.51,14.195,0.171,0.734,0.21,1.672,1.847,3.615,0.027,0.000256377,1
"2899","Shenandoah",0.140775296,0.028690394,0.000149382,0.051030549,0.000950521,0.000520669,0.000913334,0.028953867,25901.36831,630.6935,2148.1605,8.045,0.335,0.175,22.611,83.99,15.514,0.146,0.371,0.312,1.053,2.734,3.571,0.036,0.000399145,1
"2900","Smyth",0.077501465,0.016222281,0.000103635,0.012964698,0.001615609,0.001741063,0.008796935,0.162830018,1143.113655,55.80417143,103.2558022,3.59,0.209,0.23,47.41,96.652,10.112,0.249,0.262,0.32,0.653,1.981,3.297,0.032,0.000665034,1
"2901","Southampton",0.216467274,0.04268957,0.0000518801,0.006316407,0.070201606,0.046038433,0.065623184,0.029197017,75017.12772,187.5258,3981.4806,2.498,0.255,0.052,28.026,23.233,4.537,0.07,0.055,0.581,0.078,1.115,1.887,0.022,0.000972429,3
"2902","Spotsylvania",0.067977296,0.012018065,0.0000606399,0.008459262,0.000822428,0.000822428,0.001618327,0.642887313,14636.09346,21.9637,1091.424,1.367,0.113,0.442,20.352,38.303,6.324,0.453,0.231,0.65,0.729,2.439,2.892,0.013,0.000165938,1
"2903","Stafford",0.053173558,0.009990623,0.000078139,0.006731113,0,0.000953237,0.001144178,0.062929859,6989.108126,908.0886,740.854425,2.024,0.138,0.28,22.648,48.562,11.954,0.387,0.27,0.728,0.509,2.97,3.38,0.011,0.000086537,1
"2904","Surry",0.177569406,0.028172432,0.0000855999,0.003791571,0.033459484,0.034295342,0.015045438,0.033032163,50238.8051,317.3687,2460.1953,2.414,0.223,0.084,27.642,37.717,4.59,0.074,0.063,0.682,0.101,1.277,1.812,0.023,0.000292869,3
"2905","Sussex",0.1111977,0.030712289,0.000047557,0.000909923,0.021762068,0.015509912,0.013896146,0.011163198,43799.63391,761.4384,1919.6826,1.961,0.262,0.043,26.365,20.099,4.836,0.127,0.06,0.591,0.135,1.007,2.426,0.021,0.000559821,3
"2906","Tazewell",0.067811821,0.012676961,0.0000571034,0.007471532,0,0.0000601089,0,0.07239237,2258.129101,18.02417143,216.39605,4.52,0.396,0.073,18.644,53.747,12.9,0.221,0.246,0.225,0.391,1.596,3.008,0.025,0.0000896901,1
"2907","Warren",0.075625809,0.014503976,0.000180577,0.021235901,0,0.001233629,0,0.010664565,1478.823364,3.5629,118.9680522,6.649,0.234,0.226,28.418,78.825,18.587,0.526,0.469,0.612,1.132,4.765,5.633,0.047,0.000411601,1
"2908","Washington",0.122436968,0.029660942,0.000193249,0.013176813,0.003357009,0.001907643,0.001242314,0.092456233,1788.5534,113.34,202.97625,4.63,0.191,0.75,23.212,49.661,10.838,0.184,0.736,0.206,4.145,1.537,2.551,0.039,0.00046964,1
"2909","Westmoreland",0.255019494,0.065934977,0.000191725,0.016296657,0.00119983,0.010241846,0.001416294,0.149833035,87026.96785,529.2973,5083.1715,4.825,0.211,0.038,20.051,42.844,6.65,0.122,0.107,0.619,0.064,2.556,2.268,0.027,0.000239263,3
"2910","Wise",0.014320924,0.001364999,0.0000231356,0.00366699,0,0.000269915,0,0.152901683,72.2706,NA,6.831,5.859,0.674,0.041,22.985,65.21,11.753,0.462,0.359,0.267,0.304,2.176,4.802,0.03,0.0000747701,2
"2911","Wythe",0.129968442,0.020487172,0.000107615,0.015378831,0.000860919,0.0000908,0,0.081377571,6900.846574,39.8511,629.5361022,7.152,0.197,0.052,36.947,94.119,10.673,0.237,0.425,0.361,0.464,2.488,3.672,0.025,0.000398565,1
"2912","York",0.00152973,0.000978738,0.000108749,0.000507494,0.002260441,0.000405995,0.002172006,0.01216993,538.590398,NA,12.75218935,2.41,0.139,0.026,29.911,54.947,6.684,0.103,0.058,0.998,0.134,2.248,1.131,0.007,0.000355259,3
"2913","Alexandria city",0,0,0,0,0,0,0,4.709328921,NA,NA,NA,3.026,0.159,0.446,73.549,59.723,13.727,0.196,0.334,0.735,0.461,3.064,2.545,0.016,0.0000545669,3
"2914","Bedford city",0,0,0,0,0,0,0,1.716213064,NA,NA,NA,1.248,0.121,0.049,28.102,176.841,5.601,0.426,0.452,0.781,0.784,10.342,2.684,0.009,0,2
"2915","Bristol city",0,0,0,0,0,0,0,0.634509154,NA,NA,NA,6.702,0.238,0.07,23.75,46.845,11.063,0.114,0.965,0.149,5.128,1.533,2.248,0.027,0.000518224,1
"2916","Buena Vista city",0,0,0,0,0,0,0,4.17879815,NA,NA,NA,3.352,0.175,0.495,38.316,121.305,20.75,0.757,1.425,0.981,3.338,5.337,5.851,0.129,0.001417546,1
"2917","Charlottesville c",0,0,0,0,0,0,0,0.384261729,NA,NA,NA,4.448,0.569,0.069,44.028,133.59,29.638,0.567,0.545,1.542,1.252,7.602,6.957,0.107,0.00011099,2
"2918","Chesapeake city",0.236837418,0.012628242,0.000213736,0.004359326,0.003470865,0.000133585,0.001334029,0.177516093,105373.2069,716.2632,5310.665025,4.63,0.267,0.351,30.427,43.519,6.671,1.039,0.248,0.564,0.766,2.086,4.891,0.033,0.000220901,3
"2919","Clifton Forge cit",0,0,0,0,0,0,0,0.337928903,NA,NA,NA,14.713,1.909,0.095,57.318,214.708,55.769,0.154,0.57,0.328,1.25,3.785,6.678,0.048,0,1
"2920","Colonial Heights",0,0,0,0,0,0,0,7.303999714,NA,NA,NA,6.634,0.498,0.051,22.058,33.176,8.794,0.112,0.121,0.525,0.226,2.351,3.377,0.04,0,3
"2921","Covington city",0,0,0,0,0,0,0,8.397524931,NA,NA,NA,13.333,0.609,0.044,30.952,103.33,22.669,0.151,0.34,0.291,0.423,2.905,4.465,0.036,0.000634618,1
"2922","Danville city",0,0,0,0,0,0,0,1.142593841,NA,NA,NA,1.458,0.129,0.028,23.299,25.092,5.549,0.406,0.199,0.363,0.564,1.687,3.737,0.012,0.000537068,1
"2923","Emporia city",0,0,0,0,0,0,0,6.999295322,NA,NA,NA,1.82,0.25,0.032,27.167,17.01,3.702,0.115,0.069,0.553,0.143,0.928,2.275,0.016,0.00070609,3
"2924","Fairfax city",0,0,0,0,0,0,0,0.939813813,NA,NA,NA,2.604,0.123,0.62,42.429,53.212,18.31,0.327,0.605,0.575,0.823,3.254,4.119,0.02,0,1
"2925","Falls Church city",0,0,0,0,0,0,0,20.98381814,NA,NA,NA,1.681,0.125,0.852,183.335,105.202,29.216,0.366,0.663,0.917,0.977,5.109,4.159,0.019,0,1
"2926","Franklin city",0,0,0,0,0,0,0,22.31662804,NA,NA,NA,2.112,0.149,0.037,24.971,24.278,3.624,0.067,0.036,0.654,0.063,1.244,1.258,0.011,0,2
"2927","Fredericksburg ci",0,0,0,0,0,0,0,2.709846963,NA,NA,NA,1.827,0.107,0.781,25.084,70.033,11.377,0.359,0.199,0.854,0.545,3.981,3.166,0.01,0.00015561,1
"2928","Galax city",0,0,0,0,0,0,0,46.94070155,NA,NA,NA,1.671,0.103,0.04,23.397,62.496,12.117,0.724,0.605,0.637,0.787,4.363,4.617,0.01,0.001901419,2
"2929","Hampton city",0,0,0,0,0,0,0,0.113517166,NA,NA,NA,2.718,0.1,0.088,29.055,52.574,7.191,0.153,0.059,1.022,0.165,2.308,1.162,0.007,0.000177551,3
"2930","Harrisonburg city",0,0,0,0,0,0,0,1.189485428,NA,NA,NA,10.094,0.233,0.038,23.491,102.479,13.742,0.052,0.355,0.204,4.171,2.027,2.818,0.047,0.00056835,1
"2931","Hopewell city",0,0,0,0,0,0,0,0.013767218,NA,NA,NA,2.763,0.228,0.04,23.5,31.546,7.827,0.097,0.064,0.619,0.124,1.712,2.032,0.021,0.000894694,3
"2932","Lexington city",0,0,0,0,0,0,0,3.780137731,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145624,1
"2933","Lynchburg city",0,0,0,0,0,0,0,0.050524086,NA,NA,NA,1.549,0.142,0.059,30.653,82.514,16.495,0.493,0.504,0.956,2.39,5.169,3.757,0.028,0.000597527,2
"2934","Manassas city",0,0,0,0,0,0,0,0.501520439,NA,NA,NA,2.274,0.134,0.684,24.776,62.969,21.765,0.699,0.592,0.642,1.062,5.012,4.766,0.016,0.000113847,2
"2935","Manassas Park cit",0,0,0,0,0,0,0,2.20186177,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2936","Martinsville city",0,0,0,0,0,0,0,0.195212226,NA,NA,NA,1.681,0.113,0.031,20.484,66.613,14.098,0.75,1.108,1.087,2.203,7.28,4.647,0.011,0.001232486,1
"2937","Newport News city",0,0,0,0,0,0,0,0.059801889,NA,NA,NA,2.525,0.119,0.053,28.396,52.324,5.376,0.101,0.047,0.888,0.127,2.267,0.966,0.005,0.000155426,3
"2938","Norfolk city",0,0,0,0,0,0,0,0.044196453,NA,NA,NA,4.641,0.114,0.385,26.447,36.088,6.509,1.201,0.26,0.53,1.082,1.848,4.731,0.031,0.000149315,3
"2939","Norton city",0,0,0,0,0,0,0,1.205944877,NA,NA,NA,6.271,0.821,0.039,23.043,68.75,12.993,0.444,0.386,0.286,0.296,2.307,5.193,0.032,0.000512295,2
"2940","Petersburg city",0,0,0,0,0,0,0,1.353639391,NA,NA,NA,3.485,0.329,0.058,24.672,27.974,8.844,0.095,0.101,0.577,0.143,1.478,3.266,0.044,0.000592768,3
"2941","Poquoson city",0,0,0,0,0,0,0,0.746292424,NA,NA,NA,2.6,0.1,0.01,32,65,8,0.105,0.055,1.192,0.147,2.67,0.905,0.003,0,3
"2942","Portsmouth city",0,0,0,0,0,0,0,0.736567547,NA,NA,NA,4.626,0.123,0.324,23.989,35.68,6.644,0.928,0.205,0.675,0.751,1.908,4.012,0.024,0.000278427,3
"2943","Radford city",0,0,0,0,0,0,0,0.113661519,NA,NA,NA,4.726,0.189,0.153,19.078,116.573,14.711,0.269,0.755,0.522,2.376,2.167,3.298,0.026,0.00044139,1
"2944","Richmond city",0,0,0,0,0,0,0,0.941715714,NA,NA,NA,2.127,0.101,0.041,37.02,74.328,10.08,0.24,0.059,0.614,0.137,2.072,1.889,0.007,0.0000960615,3
"2945","Roanoke city",0,0,0,0,0,0,0,0.418444275,NA,NA,NA,5.48,0.181,0.042,27.504,70.015,10.034,0.259,0.427,0.685,0.896,2.854,4.565,0.041,0,1
"2946","Salem city",0,0,0,0,0,0,0,1.361971364,NA,NA,NA,7.957,0.247,0.055,27.256,79.249,14.846,0.176,0.651,0.553,0.822,3.273,5.341,0.042,0.00076777,1
"2947","Staunton city",0,0,0,0,0,0,0,1.235478952,NA,NA,NA,5.687,0.277,0.062,23.779,57.661,11.859,0.139,0.298,0.381,1.307,2.187,3.744,0.05,0.000167694,1
"2948","Suffolk city",0.196478721,0.035294358,0.000145664,0.009985259,0.064026557,0.048567978,0.038648268,0.005648357,64242.58077,1416.8467,4239.4977,2.83,0.166,0.169,26.242,28.97,5.383,0.239,0.079,0.773,0.193,1.209,2.062,0.021,0.000329789,3
"2949","Virginia Beach ci",0.067890661,0.00753084,0.000116246,0.001536329,0.000979572,0.003254881,0.00284645,0.025468058,40338.60465,1343.1533,2200.5369,3.905,0.279,0.374,38.391,43.456,7.095,1.124,0.296,0.68,1.079,1.976,5.192,0.044,0.0000540849,3
"2950","Waynesboro city",0,0,0,0,0,0,0,0.163658175,NA,NA,NA,2.737,0.293,0.178,33.202,89.193,26.715,0.791,0.702,1.405,2.533,6.558,6.18,0.106,0.000563525,1
"2951","Williamsburg city",0,0,0,0,0,0,0,0.019363972,NA,NA,NA,1.758,0.177,0.058,24.315,39.908,4.836,0.107,0.064,0.655,0.121,1.586,1.449,0.012,0.0000833472,3
"2952","Winchester city",0,0,0,0,0,0,0,0.009798807,NA,NA,NA,7.899,0.253,0.813,26.031,53.63,15.255,0.153,0.347,0.289,3.119,2.545,4.061,0.048,0.000551198,1
"2953","Adams",0.321595535,0.359744473,0.00025587,0.005604041,0.011064763,0.018244511,0.005641288,0.003604876,212114.8608,181487.5851,86176.8279,4.071,0.105,0.01,17.04,70.551,19.276,1.85,1.036,0.536,2.497,3.837,7.027,0.096,0.000791332,2
"2954","Asotin",0.099207007,0.094131913,0.000087796,0.000353623,0,0.000426786,0.0000365817,0.017568976,13909.94954,341.8499,NA,3.972,0.1,0.021,7.925,86.62,25.284,1.71,1.013,0.855,2.506,5.599,7.699,0.102,0.0000973189,2
"2955","Benton",0.238522445,0.328792391,0.001014668,0.003146092,0.028522558,0.100351823,0.036183613,0.014161963,154002.1441,210371.1622,101438.7354,4.99,0.105,0.011,13.392,76.069,19.519,1.858,1.182,0.649,2.414,4.5,6.936,0.096,0.000407089,2
"2956","Chelan",0.019112521,0.04250028,0.000563699,0.000823627,0.000606498,0.012521943,0.007390196,0.003353948,1606.613107,26.3074,NA,5.733,0.137,0.019,8.784,90.704,29.051,2.383,2.024,0.464,2.511,3.927,8.221,0.088,0.000420319,3
"2957","Clallam",0.004542376,0.006018662,0.000107664,0.000908709,0,0.0000321822,0,0.004961835,8.0692,34.2092,16.6116,6.972,0.504,0.08,6.755,79.936,36.679,1.815,1.149,0.483,1.095,4.193,7.518,0.082,0.000340953,3
"2958","Clark",0.054516778,0.036668343,0.000669078,0.009733778,0.0019739,0.003219195,0.000819085,0.000323982,627.0553294,1631.928153,789.5395765,6.932,0.515,0.172,21.869,104.881,71.562,1.41,0.796,0.768,1.269,5.063,8.401,0.083,0.000379448,1
"2959","Columbia",0.221541833,0.219774578,0.00012521,0.002876186,0.005031668,0.00826925,0,0.012627411,51115.38305,1243.0313,NA,4.203,0.113,0.024,12.583,89.781,21.196,1.874,0.921,0.682,1.962,4.528,7.668,0.127,0.000738189,2
"2960","Cowlitz",0.011435443,0.012493784,0.000107174,0.004061886,0.00114542,0.002195723,0.00058499,0.034371835,32.62694333,17.80728333,8.3058,3.524,0.422,0.085,7.22,81.687,40.014,1.612,0.851,0.742,1.53,4.639,8.722,0.09,0.000570211,3
"2961","Douglas",0.180822299,0.10844757,0.000465701,0.000550221,0.000466547,0.028575978,0.010204016,0.001877108,100341.7783,2661.468594,98.69244706,3.104,0.124,0.012,18.86,69.63,16.576,1.984,0.976,0.549,2.41,3.869,7.37,0.09,0.00030672,2
"2962","Ferry",0.008101611,0,0.0000442976,0.000430517,0,0,0,0.0042502,57.18468667,1.405366667,NA,4.123,0.263,0.083,26.665,81.857,13.383,1.838,0.859,0.428,2.121,3.107,7.123,0.111,0.00137741,1
"2963","Franklin",0.356821976,0.420145612,0.000918718,0.010299769,0.030439947,0.074013613,0.0276344,0.003464476,145438.5922,355398.4687,172104.4818,4.522,0.101,0.01,13.939,76.593,19.785,1.896,1.198,0.655,2.364,4.567,7.019,0.097,0.000770057,2
"2964","Garfield",0.22408111,0.110090122,0.0000674439,0.000828907,0,0.005212757,0.005728376,0.063423821,36807.27534,904.5729,NA,4.906,0.1,0.015,9.95,74.216,22.364,1.784,0.859,0.604,1.965,4.127,7.461,0.113,0.002920317,2
"2965","Grant",0.335834305,0.422782231,0.000810557,0.012173471,0.026093446,0.055424083,0.033273146,0.000959132,247372.3924,391329.6728,188853.1275,3.765,0.12,0.012,19.087,76.9,15.703,1.801,1.143,0.691,2.508,4.671,7.089,0.092,0.000763073,2
"2966","Grays Harbor",0.009468675,0.012579711,0.0000779691,0.002504142,0.001201847,0.000184738,0.000102554,0.010554706,46.3979,196.7029,95.5167,5.993,1.306,0.117,7.69,77.487,67.038,1.051,0.832,0.813,0.844,5.417,8.193,0.088,0.000505998,3
